method,mean_short_score_norm,std_short_score_norm,pooled_mean_wasserstein_sum_1d,pooled_std_wasserstein_sum_1d,n_horizon_runs
maxvar,0.3743386243386243,0.18214342082424792,3.4223382195965075,14.719445832921453,126
wsasos,0.45026455026455026,0.16879947507796375,3.0636426001356516,14.077356144434424,126
whitened_usfos,0.4812169312169312,0.17294808632758527,3.2001783627343263,14.385191726364331,126
usfos,0.48227513227513225,0.15953747078833203,3.3900321667186377,14.709701331344473,126
wussolc,0.5047619047619047,0.20386114166109504,4.17545470978562,15.38692760003723,126
no_split_ut,0.7071428571428571,0.1877874516151891,5.944237766373368,27.356482644934566,126
