time_s,time_min,method,mean_short_score_norm,pooled_mean_wasserstein_sum_1d
600.0,10.0,maxvar,0.36666666666666664,0.0007056784073312167
1800.0,30.0,wsasos,0.3592592592592593,0.0024584102130102
3600.0,60.0,whitened_usfos,0.3648148148148148,0.024589645931753206
5400.0,90.0,maxvar,0.2777777777777778,0.5326316661495241
7200.0,120.0,maxvar,0.26296296296296295,1.4058199848356452
9000.0,150.0,usfos,0.3703703703703704,15.94276595869358
10800.0,180.0,usfos,0.3925925925925926,5.599560926593184
