time_s,time_min,winner_short_score,baseline_short_score,short_score_gap
600.0,10.0,0.6092592592592593,0.6962962962962963,0.08703703703703702
1800.0,30.0,0.5222222222222223,0.5925925925925926,0.0703703703703703
3600.0,60.0,0.5259259259259259,0.7333333333333333,0.20740740740740737
5400.0,90.0,0.462962962962963,0.7518518518518519,0.28888888888888886
7200.0,120.0,0.49259259259259264,0.7962962962962963,0.30370370370370364
9000.0,150.0,0.3703703703703704,0.7388888888888888,0.3685185185185184
10800.0,180.0,0.3925925925925926,0.6407407407407407,0.24814814814814812
